,word,frequency,relative_freq
291,per,9278,0.00046668294708419986
292,led,9253,0.0004654254483046024
293,pht,9219,0.0004637152499643499
294,wmen,9193,0.0004624074512335686
295,reginal,9184,0.0004619547516729135
296,capital,9154,0.0004604457531373966
297,say,9149,0.0004601942533814771
298,administratin,9022,0.00045380615958112215
299,yet,9010,0.00045320256016691534
300,change,8983,0.00045184446148495015
301,knw,8982,0.0004517941615337662
302,win,8951,0.0004502348630470654
303,mney,8943,0.00044983246343759423
304,land,8907,0.0004480216651949739
305,making,8884,0.0004468647663177443
306,cases,8844,0.0004448527682703884
307,head,8810,0.0004431425699301359
308,never,8788,0.00044203597100409014
309,fficial,8776,0.0004414323715898834
310,glbal,8776,0.0004414323715898834
311,until,8774,0.0004413317716875156
312,event,8764,0.0004408287721756766
313,students,8762,0.00044072817227330883
314,plitical,8716,0.0004384143745188495
315,again,8713,0.00043826347466529783
316,becme,8684,0.0004368047760809648
317,drug,8655,0.0004353460774966318
318,started,8650,0.0004350945777407123
319,bank,8641,0.00043464187818005725
320,start,8640,0.0004345915782288733
321,several,8624,0.00043378677900993097
322,lve,8582,0.0004316741810602073
323,peace,8562,0.00043066818203652934
324,few,8552,0.00043016518252469033
325,play,8528,0.0004289579836962768
326,prvince,8516,0.00042835438428207007
327,earlier,8512,0.00042815318447733447
328,human,8503,0.0004277004849166794
329,10,8498,0.0004274489851607599
330,went,8487,0.00042689568569773703
331,within,8432,0.0004241291883826227
332,pint,8418,0.00042342498906604813
333,cebu,8374,0.0004212117912139566
334,inc,8369,0.00042096029145803713
335,wrking,8367,0.00042085969155566933
336,past,8324,0.00041869679365476173
337,things,8318,0.0004183949939476584
338,film,8272,0.0004160811961931991
339,3,8257,0.00041532669692544063
340,share,8219,0.0004134152987804525
341,fllwing,8209,0.00041291229926861356
342,educatin,8197,0.0004123086998544068
343,private,8193,0.0004121075000496712
344,experience,8189,0.0004119063002449356
345,twn,8022,0.00040350620839722475
346,having,8015,0.0004031541087389375
347,lead,7978,0.0004012930105451333
348,peratins,7960,0.0004003876114238231
349,des,7959,0.0004003373114726392
350,special,7956,0.0004001864116190875
351,times,7945,0.00039963311215606464
352,cmpanies,7940,0.00039938161240014517
353,directr,7940,0.00039938161240014517
354,prcess,7924,0.0003985768131812028
355,despite,7918,0.0003982750134740994
356,tgether,7844,0.000394552817086491
357,thers,7831,0.00039389891772110034
358,games,7819,0.0003932953183068936
359,5,7815,0.000393094118502158
360,expected,7812,0.0003929432186486063
361,prducts,7808,0.0003927420188438707
362,man,7776,0.000391132420405986
363,prvide,7742,0.0003894222220657335
364,knwn,7735,0.0003890701224074462
365,yung,7731,0.0003888689226027106
366,men,7720,0.00038831562313968777
367,tax,7698,0.000387209024213642
368,far,7695,0.00038705812436009033
369,de,7674,0.00038600182538522845
370,later,7668,0.0003857000256781251
371,pen,7661,0.0003853479260198378
372,mayr,7625,0.0003835371277772175
373,available,7608,0.0003826820286070912
374,run,7575,0.00038102213021802263
375,trade,7544,0.0003794628317313218
376,great,7537,0.0003791107320730345
377,call,7534,0.00037895983221948284
378,campaign,7526,0.00037855743261001163
379,full,7519,0.00037820533295172435
380,states,7425,0.000373477137540438
381,smething,7420,0.00037322563778451854
382,standard,7411,0.00037277293822386346
383,price,7373,0.00037086154007887534
384,issues,7350,0.0003697046412016457
385,party,7333,0.00036884954203151947
386,sectr,7327,0.00036854774232441607
387,level,7322,0.0003682962425684966
388,decisin,7321,0.00036824594261731266
389,suth,7296,0.0003669884438377153
390,building,7279,0.000366133344667589
391,ag,7247,0.0003645237462297043
392,justice,7244,0.0003643728463761526
393,executive,7241,0.0003642219465226009
394,small,7226,0.00036346744725484245
395,perfrmance,7221,0.000363215947498923
396,line,7220,0.00036316564754773905
397,cming,7212,0.0003627632479382679
398,increase,7186,0.00036145544920748653
399,families,7175,0.00036090214974446365
400,c,7153,0.00035979555081841794
401,list,7148,0.00035954405106249847
402,hit,7147,0.00035949375111131454
403,quezn,7142,0.00035924225135539506
404,varius,7081,0.0003561739543331773
405,real,7051,0.0003546649557976604
406,players,7038,0.0003540110564322697
407,latest,7028,0.00035350805692043076
408,june,7024,0.00035330685711569516
409,filed,6996,0.00035189845848254605
410,further,6982,0.0003511942591659715
411,face,6964,0.00035028886004466133
412,find,6935,0.0003488301614603283
413,20,6929,0.00034852836175322494
414,ding,6921,0.00034812596214375374
415,budget,6918,0.00034797506229020206
416,training,6914,0.00034777386248546646
417,grups,6910,0.00034757266268073086
418,series,6868,0.0003454600647310072
419,presidential,6865,0.00034530916487745546
420,views,6854,0.00034475586541443264
421,hand,6844,0.00034425286590259363
422,visit,6825,0.0003432971668300996
423,let,6820,0.0003430456670741801
424,imprtant,6814,0.0003427438673670767
425,lking,6808,0.0003424420676599733
426,nce,6804,0.00034224086785523776
427,enugh,6784,0.0003412348688315598
428,perid,6779,0.00034098336907564033
429,currently,6771,0.0003405809694661691
430,needs,6764,0.00034022886980788184
431,website,6752,0.0003396252703936751
432,bring,6751,0.00033957497044249116
433,member,6739,0.0003389713710282844
434,rad,6735,0.0003387701712235488
435,recent,6728,0.00033841807156526153
436,strng,6708,0.0003374120725415836
437,dne,6703,0.0003371605727856641
438,metr,6703,0.0003371605727856641
439,name,6687,0.00033635577356672173
440,illegal,6675,0.000335752174152515
441,plan,6670,0.0003355006743965955
442,financial,6660,0.00033499767488475655
443,saying,6654,0.00033469587517765315
444,less,6652,0.00033459527527528535
445,recently,6646,0.00033429347556818194
446,cmmittee,6644,0.00033419287566581414
447,sea,6643,0.00033414257571463027
448,7,6642,0.0003340922757634464
449,nn,6628,0.0003333880764468718
450,night,6612,0.0003325832772279294
451,hard,6600,0.00033197967781372267
452,majr,6596,0.00033177847800898707
453,technlgy,6594,0.0003316778781066193
454,using,6591,0.0003315269782530676
455,dr,6584,0.0003311748785947803
456,ve,6561,0.0003300179797175507
457,march,6559,0.0003299173798151829
458,fact,6557,0.0003298167799128151
459,rund,6537,0.00032881078088913717
460,pssible,6531,0.00032850898118203377
461,4,6526,0.0003282574814261143
462,curse,6481,0.0003259939836228389
463,energy,6461,0.00032498798459916093
464,bard,6454,0.00032463588494087366
465,issue,6443,0.0003240825854778508
466,title,6443,0.0003240825854778508
467,nline,6440,0.0003239316856242991
468,music,6432,0.0003235292860148279
469,meanwhile,6412,0.00032252328699115
470,live,6400,0.0003219196875769432
471,bdy,6392,0.00032151728796747203
472,pr,6392,0.00032151728796747203
473,keep,6385,0.00032116518830918475
474,include,6371,0.0003204609889926102
475,means,6371,0.0003204609889926102
476,seen,6366,0.0003202094892366907
477,bill,6317,0.0003177447916286797
478,july,6306,0.00031719149216565684
479,clse,6302,0.00031699029236092124
480,reflect,6291,0.0003164369928978984
481,death,6290,0.0003163866929467145
482,data,6288,0.0003162860930443467
483,medical,6286,0.0003161854931419789
484,war,6284,0.00031608489323961113
485,might,6272,0.0003154812938254043
486,units,6270,0.0003153806939230365
487,frce,6261,0.00031492799436238144
488,late,6247,0.0003142237950458069
489,wrds,6241,0.00031392199533870354
490,press,6199,0.0003118093973889798
491,final,6198,0.00031175909743779594
492,meeting,6195,0.00031160819758424427
493,star,6188,0.00031125609792595694
494,agencies,6166,0.00031014949899991123
495,sprts,6151,0.00030939499973215275
496,april,6147,0.00030919379992741714
497,taking,6145,0.0003090932000250494
498,stry,6144,0.00030904290007386547
499,activities,6139,0.000308791400317946
500,first,6139,0.000308791400317946
501,believe,6123,0.00030798660109900364
502,issued,6123,0.00030798660109900364
503,sn,6119,0.00030778540129426803
504,30,6115,0.00030758420148953243
505,reprts,6109,0.0003072824017824291
506,interview,6107,0.0003071818018800613
507,future,6099,0.0003067794022705901
508,reprted,6090,0.000306326702709935
509,car,6083,0.0003059746030516477
510,6,6080,0.00030582370319809604
511,prgrams,6079,0.00030577340324691217
512,cnference,6066,0.0003051195038815215
513,rules,6035,0.00030356020539482065
514,brught,6031,0.0003033590055900851
515,air,6008,0.00030220210671285546
516,anti,6007,0.00030215180676167153
517,higher,6001,0.00030185000705456813
518,behind,5977,0.0003006428082261546
519,envirnment,5977,0.0003006428082261546
520,nted,5955,0.00029953620930010886
521,cmes,5952,0.0002993853094465572
522,ang,5937,0.0002986308101787987
523,belw,5934,0.000298479910325247
524,agreement,5922,0.00029787631091104027
525,read,5922,0.00029787631091104027
526,instead,5921,0.00029782601095985634
527,barangay,5910,0.0002972727114968335
528,ensure,5909,0.0002972224115456496
529,frces,5907,0.0002971218116432818
530,term,5906,0.0002970715116920979
531,assistance,5876,0.000295562513156581
532,island,5843,0.00029390261476751236
533,ecnmy,5831,0.0002932990153533056
534,frnt,5828,0.00029314811549975393
535,wrks,5826,0.00029304751559738613
536,pay,5821,0.0002927960158414666
537,almst,5795,0.0002914882171106853
538,prvincial,5788,0.000291136117452398
539,sure,5785,0.00029098521759884634
540,residents,5782,0.0002908343177452946
541,lives,5781,0.00029078401779411073
542,hpe,5775,0.00029048221808700733
543,acrss,5773,0.00029038161818463953
544,little,5768,0.00029013011842872005
545,father,5761,0.0002897780187704328
546,inside,5751,0.0002892750192585938
547,authrity,5736,0.00028852051999083534
548,leaders,5733,0.00028836962013728366
549,rice,5732,0.00028831932018609974
550,received,5719,0.0002876654208207091
551,current,5717,0.0002875648209183413
552,lw,5716,0.0002875145209671574
553,plicy,5706,0.0002870115214553184
554,whse,5697,0.00028655882189466335
555,ng,5687,0.0002860558223828244
556,funds,5685,0.0002859552224804566
557,side,5677,0.0002855528228709854
558,crp,5670,0.0002852007232126981
559,hurs,5653,0.0002843456240425719
560,league,5615,0.00028243422589758376
561,safety,5606,0.0002819815263369287
562,access,5588,0.0002810761272156185
563,shwed,5587,0.00028102582726443465
564,8,5581,0.00028072402755733125
565,15,5564,0.000279868928387205
566,wanted,5564,0.000279868928387205
567,care,5562,0.0002797683284848372
568,investigatin,5549,0.00027911442911944653
569,friends,5542,0.00027876232946115925
570,natural,5535,0.000278410229802872
571,sht,5533,0.0002783096299005042
572,mve,5514,0.00027735393082801014
573,wrth,5510,0.00027715273102327454
574,stp,5494,0.0002763479318043322
575,actin,5493,0.0002762976318531483
576,histry,5484,0.00027584493229249323
577,present,5484,0.00027584493229249323
578,resurces,5476,0.000275442532683022
579,effrts,5468,0.00027504013307355087
580,three,5468,0.00027504013307355087
581,feel,5460,0.00027463773346407967
582,gave,5459,0.0002745874335128958
583,interest,5444,0.0002738329342451373
584,schls,5444,0.0002738329342451373
585,lst,5439,0.00027358143448921783
586,tv,5435,0.00027338023468448223
587,whether,5425,0.0002728772351726433
588,getting,5423,0.0002727766352702755
589,htel,5422,0.00027272633531909155
590,ever,5397,0.0002714688365394941
591,25,5393,0.00027126763673475856
592,our,5387,0.00027096583702765516
593,electins,5377,0.0002704628375158162
594,prblem,5369,0.000270060437906345
595,unit,5361,0.00026965803829687385
596,senatr,5355,0.00026935623858977045
597,jb,5345,0.0002688532390779315
598,turism,5333,0.0002682496396637247
599,cach,5326,0.0002678975400054374
600,incme,5315,0.0002673442405424146
601,thugh,5312,0.00026719334068886285
602,main,5303,0.00026674064112820777
603,aside,5291,0.000266137041714001
604,previus,5289,0.0002660364418116332
605,traffic,5283,0.0002657346421045298
606,central,5275,0.00026533224249505866
607,armed,5255,0.0002643262434713807
608,cup,5255,0.0002643262434713807
609,class,5247,0.00026392384386190955
610,recrd,5224,0.0002627669449846799
611,affected,5215,0.00026231424542402484
612,necessary,5213,0.00026221364552165703
613,article,5197,0.0002614088463027147
614,9,5196,0.00026135854635153075
615,mther,5196,0.00026135854635153075
616,killed,5193,0.0002612076464979791
617,thing,5189,0.00026100644669324347
618,natin,5165,0.00025979924786482996
619,victims,5161,0.00025959804806009436
620,address,5149,0.0002589944486458876
621,shares,5137,0.0002583908492316808
622,terms,5126,0.00025783754976865797
623,drugs,5121,0.00025758605001273844
624,rate,5117,0.0002573848502080029
625,cmmunities,5109,0.0002569824505985317
626,pst,5107,0.0002568818506961639
627,amp,5097,0.00025637885118432493
628,legal,5097,0.00025637885118432493
629,actually,5090,0.00025602675152603765
630,became,5085,0.0002557752517701182
631,reading,5083,0.0002556746518677504
632,released,5076,0.0002553225522094631
633,quality,5067,0.000254869852648808
634,taken,5063,0.0002546686528440724
635,allwed,5062,0.00025461835289288854
636,events,5057,0.000254366853136969
637,prductin,5036,0.0002533105541621072
638,bureau,5034,0.0002532099542597394
639,child,5032,0.0002531093543573716
640,farmers,5022,0.0002526063548455326
641,needed,5017,0.00025235485508961315
642,mbile,5013,0.00025215365528487754
643,investment,5006,0.00025180155562659027
644,na,4990,0.0002509967564076479
645,defense,4989,0.00025094645645646404
646,quarter,4980,0.00025049375689580896
647,art,4978,0.00025039315699344116
648,psitin,4976,0.00025029255709107335
649,19,4972,0.00025009135728633775
650,shws,4966,0.00024978955757923435
651,althugh,4965,0.0002497392576280505
652,saw,4962,0.0002495883577744988
653,cuncil,4961,0.00024953805782331487
654,basketball,4955,0.0002492362581162115
655,emplyees,4952,0.0002490853582626598
656,rest,4949,0.0002489344584091081
657,explained,4944,0.00024868295865318864
658,delete,4943,0.0002486326587020047
659,rle,4934,0.00024817995914134963
660,giving,4929,0.00024792845938543016
661,champin,4927,0.00024782785948306236
662,biggest,4921,0.000247526059775959
663,prperty,4910,0.0002469727603129361
664,mining,4908,0.0002468721604105683
665,inquirer,4906,0.0002467715605082005
666,plans,4900,0.0002464697608010971
667,netwrk,4884,0.00024566496158215476
668,trial,4872,0.000245061362167948
669,cnstructin,4871,0.00024501106221676413
670,key,4871,0.00024501106221676413
671,hspital,4858,0.00024435716285137345
672,brand,4854,0.00024415596304663785
673,friendly,4854,0.00024415596304663785
674,light,4851,0.00024400506319308617
675,value,4848,0.00024385416333953447
676,research,4846,0.0002437535634371667
677,infrastructure,4839,0.0002434014637788794
678,risk,4837,0.00024330086387651162
679,living,4833,0.00024309966407177601
680,return,4830,0.00024294876421822434
681,travel,4829,0.00024289846426704044
682,octber,4826,0.00024274756441348874
683,leading,4798,0.0002413391657803396
684,persn,4790,0.00024093676617086842
685,readers,4790,0.00024093676617086842
686,january,4785,0.00024068526641494894
687,sa,4785,0.00024068526641494894
688,airprt,4784,0.00024063496646376504
689,district,4778,0.00024033316675666167
690,everyne,4753,0.00023907566797706423
691,fans,4753,0.00023907566797706423
692,signed,4748,0.00023882416822114475
693,teams,4728,0.0002378181691974668
694,ntice,4696,0.00023620857075958208
695,heart,4688,0.0002358061711501109
696,annunced,4676,0.00023520257173590412
697,ca,4675,0.00023515227178472025
698,related,4660,0.00023439777251696176
699,republic,4660,0.00023439777251696176
700,asia,4655,0.00023414627276104229
701,december,4649,0.0002338444730539389
702,cmmissin,4642,0.00023349237339565163
703,shrt,4641,0.00023344207344446773
704,makes,4631,0.00023293907393262875
705,chairman,4619,0.00023233547451842197
706,invlved,4615,0.0002321342747136864
707,fficer,4602,0.0002314803753482957
708,culture,4595,0.00023112827569000843
709,alleged,4592,0.00023097737583645676
710,prpsed,4586,0.00023067557612935335
711,himself,4582,0.00023047437632461778
712,september,4576,0.0002301725766175144
713,12,4573,0.0002300216767639627
714,philippines,4562,0.00022946837730093982
715,parents,4561,0.00022941807734975595
716,stay,4551,0.00022891507783791697
717,award,4549,0.00022881447793554916
718,winning,4547,0.00022871387803318136
719,st,4546,0.00022866357808199746
720,study,4546,0.00022866357808199746
721,cntrl,4532,0.0002279593787654229
722,disaster,4521,0.00022740607930240003
723,persnal,4516,0.00022715457954648055
724,near,4507,0.00022670187998582547
725,frward,4504,0.0002265509801322738
726,ready,4500,0.0002263497803275382
727,persnnel,4497,0.0002261988804739865
728,red,4496,0.0002261485805228026
729,build,4469,0.00022479048184083738
730,mvie,4456,0.0002241365824754467
731,allw,4446,0.00022363358296360774
732,played,4441,0.00022338208320768824
733,themselves,4430,0.0002228287837446654
734,cllege,4423,0.00022247668408637808
735,matter,4423,0.00022247668408637808
736,turned,4422,0.0002224263841351942
737,furth,4420,0.0002223257842328264
738,playing,4406,0.00022162158491625185
739,psts,4406,0.00022162158491625185
740,il,4401,0.00022137008516033235
741,senir,4401,0.00022137008516033235
742,ffer,4395,0.00022106828545322897
743,career,4394,0.00022101798550204507
744,sectin,4391,0.00022086708564849337
745,kind,4383,0.0002204646860390222
746,supply,4381,0.00022036408613665442
747,pening,4369,0.00021976048672244763
748,standards,4367,0.00021965988682007983
749,average,4365,0.00021955928691771206
750,assciatin,4360,0.00021930778716179255
751,prices,4359,0.00021925748721060865
752,deal,4357,0.00021915688730824088
753,fire,4351,0.00021885508760113748
754,upn,4348,0.0002187041877475858
755,digital,4345,0.0002185532878940341
756,everything,4343,0.0002184526879916663
757,five,4343,0.0002184526879916663
758,lnger,4342,0.0002184023880404824
759,prvinces,4330,0.00021779878862627564
760,happy,4329,0.00021774848867509174
761,cities,4322,0.00021739638901680446
762,august,4318,0.00021719518921206886
763,nthing,4316,0.0002170945893097011
764,utside,4312,0.00021689338950496548
765,situatin,4306,0.0002165915897978621
766,facilities,4305,0.0002165412898466782
767,shall,4301,0.0002163400900419426
768,labr,4287,0.00021563589072536805
769,meet,4285,0.00021553529082300025
770,vide,4285,0.00021553529082300025
771,mark,4277,0.00021513289121352907
772,bk,4274,0.0002149819913599774
773,grwing,4270,0.0002147807915552418
774,11,4269,0.0002147304916040579
775,talk,4268,0.000214680191652874
776,chance,4266,0.00021457959175050621
777,demand,4257,0.00021412689218985114
778,serve,4256,0.00021407659223866723
779,whle,4251,0.00021382509248274776
780,debate,4248,0.00021367419262919606
781,disclaimer,4247,0.00021362389267801216
782,turn,4236,0.00021307059321498927
783,design,4232,0.0002128693934102537
784,particularly,4231,0.0002128190934590698
785,camp,4226,0.00021256759370315032
786,remains,4226,0.00021256759370315032
787,supreme,4208,0.00021166219458184016
